,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgTimeInCompany
1044,35,0,Travel_Rarely,Research & Development,8,1,Technical Degree,Female,3,Manufacturing Director,Married,53460,0,14,0,6,3,3,0,3,2,3,4,2,3,6
1045,47,0,Travel_Rarely,Research & Development,19,4,Medical,Female,2,Research Scientist,Divorced,28270,8,14,1,28,3,6,9,10,3,2,3,3,3,3.111111111
1046,40,0,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Manager,Divorced,178560,2,13,1,15,3,4,7,7,2,1,3,3,3,5
1047,54,0,Travel_Rarely,Sales,26,4,Medical,Male,1,Research Scientist,Married,31310,4,14,0,14,3,4,1,7,4,4,2,2,3,2.8
1048,31,0,Travel_Frequently,Sales,8,4,Other,Female,3,Manufacturing Director,Married,25520,2,18,0,9,2,2,2,2,1,1,3,3,3,3
1049,28,0,Travel_Rarely,Sales,1,2,Life Sciences,Male,3,Manager,Married,44770,1,15,0,3,5,2,1,2,3,1,3,3,3,1.5
1050,38,0,Travel_Rarely,Research & Development,19,3,Medical,Female,2,Manufacturing Director,Married,64740,2,13,2,20,3,3,0,3,2,4,2,1,3,6.666666667
1051,26,0,Travel_Rarely,Sales,8,3,Marketing,Female,1,Healthcare Representative,Single,30330,1,12,0,5,2,3,1,2,3,4,3,2,3,2.5
1052,54,0,Travel_Frequently,Research & Development,10,4,Technical Degree,Female,1,Sales Representative,Married,29360,2,13,1,23,3,2,2,2,1,3,3,3,3,7.666666667
1053,24,0,Non-Travel,Research & Development,2,3,Life Sciences,Male,3,Sales Representative,Single,178560,1,22,2,1,4,1,0,0,2,3,1,3,4,0.5
1056,45,0,Non-Travel,Sales,1,4,Technical Degree,Male,1,Research Scientist,Married,170480,4,15,0,10,3,4,5,7,3,3,4,2,3,2
1057,36,0,Travel_Rarely,Sales,2,3,Technical Degree,Female,4,Laboratory Technician,Married,22900,4,11,0,15,5,1,0,0,4,2,3,3,3,3
1058,43,0,Travel_Frequently,Sales,8,3,Medical,Male,1,Research Director,Married,36000,1,22,0,7,2,4,7,7,1,4,3,3,4,3.5
1059,27,0,Travel_Frequently,Sales,8,4,Life Sciences,Male,4,Research Scientist,Single,21070,0,13,0,6,2,3,0,2,4,4,2,3,3,6
1060,29,0,Travel_Frequently,Research & Development,6,2,Medical,Male,1,Human Resources,Married,41150,1,11,0,11,1,5,3,10,4,4,4,3,3,5.5
1061,32,0,Travel_Frequently,Sales,9,4,Life Sciences,Male,4,Sales Executive,Single,43270,8,13,0,4,4,1,0,0,4,4,4,3,3,0.5
1062,42,0,Non-Travel,Research & Development,11,3,Medical,Male,1,Manager,Married,178560,3,18,0,10,2,4,3,3,3,3,2,3,3,2.5
1063,47,0,Travel_Rarely,Sales,2,2,Life Sciences,Female,4,Manager,Single,31960,4,14,1,7,3,2,2,0,2,3,3,2,3,1.4
1064,46,0,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,1,Laboratory Technician,Divorced,178560,3,21,0,12,2,4,4,7,4,4,2,3,4,3
1065,28,0,Non-Travel,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Divorced,89660,1,16,1,3,3,2,2,2,3,4,3,2,3,1.5
1066,29,0,Travel_Rarely,Research & Development,16,3,Medical,Female,1,Manufacturing Director,Divorced,22100,8,11,1,11,4,4,1,6,4,3,3,3,3,1.222222222
1067,42,0,Travel_Rarely,Sales,2,4,Medical,Female,2,Research Director,Single,45390,4,17,1,8,5,1,0,0,4,3,3,3,3,1.6
1069,46,0,Travel_Rarely,Research & Development,23,1,Life Sciences,Male,2,Laboratory Technician,Divorced,34910,2,14,0,25,1,6,2,8,1,1,3,3,3,8.333333333
1070,27,0,Travel_Rarely,Sales,2,3,Life Sciences,Female,4,Research Scientist,Married,45410,1,14,2,9,4,4,5,8,2,3,3,4,3,4.5
1071,29,0,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Sales Executive,Married,26780,1,22,1,1,3,1,0,0,4,2,3,3,4,0.5
1072,43,0,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Manufacturing Director,Married,73790,7,13,2,21,3,6,6,10,1,3,3,2,3,2.625
1073,48,0,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Manager,Married,62720,4,14,0,28,3,6,9,9,4,2,3,2,3,5.8
1076,27,0,Travel_Frequently,Research & Development,16,4,Medical,Male,3,Healthcare Representative,Married,49980,0,20,2,8,3,4,7,3,4,1,2,3,4,8
1077,39,0,Travel_Rarely,Research & Development,2,3,Technical Degree,Male,3,Healthcare Representative,Divorced,102520,8,13,1,7,3,2,2,2,2,4,3,3,3,0.777777778
1078,54,0,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Human Resources,Married,27810,8,13,1,19,2,3,0,4,2,4,4,3,3,2.111111111
1079,28,0,Travel_Rarely,Research & Development,26,2,Life Sciences,Male,2,Laboratory Technician,Married,68520,1,18,1,1,2,1,0,0,2,2,3,4,3,0.5
1082,36,0,Travel_Rarely,Research & Development,11,3,Life Sciences,Male,1,Sales Executive,Married,131910,1,14,1,10,2,4,1,7,2,3,3,2,3,5
1083,31,0,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,4,Manager,Divorced,103770,1,14,0,10,2,4,0,2,2,3,3,3,3,5
1084,34,0,Travel_Rarely,Sales,14,2,Technical Degree,Female,1,Sales Executive,Married,22350,2,14,1,9,2,3,1,0,3,4,3,3,3,3
1085,29,0,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,1,Sales Executive,Single,105020,3,12,0,11,4,2,1,2,4,1,3,2,3,2.75
1086,37,0,Travel_Rarely,Research & Development,7,2,Medical,Male,1,Manufacturing Director,Married,20970,5,13,0,16,4,3,0,4,4,1,3,4,3,2.666666667
1087,35,0,Travel_Rarely,Sales,2,1,Technical Degree,Male,2,Laboratory Technician,Married,20970,0,22,1,4,2,2,0,2,4,2,3,2,4,4
1088,45,0,Travel_Rarely,Research & Development,3,3,Medical,Female,2,Sales Executive,Married,37600,0,14,1,10,2,4,3,8,2,4,2,2,3,10
1089,36,0,Travel_Frequently,Research & Development,5,3,Medical,Female,4,Manufacturing Director,Single,177790,1,17,1,10,5,4,0,8,2,4,2,1,3,5
1090,40,0,Travel_Rarely,Research & Development,3,3,Other,Male,1,Sales Executive,Divorced,68330,2,13,0,22,3,6,9,10,1,1,3,3,3,7.333333333
1091,26,0,Travel_Rarely,Research & Development,26,2,Life Sciences,Male,2,Human Resources,Married,68120,1,13,0,1,2,1,1,0,2,3,2,2,3,0.5
1092,27,0,Travel_Rarely,Research & Development,4,3,Technical Degree,Male,2,Manufacturing Director,Single,51710,0,20,1,9,1,4,0,7,1,3,2,2,4,9
1093,48,0,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,2,Research Director,Divorced,178560,3,14,0,24,2,6,4,7,4,4,3,4,3,6
1094,44,0,Travel_Rarely,Sales,1,2,Medical,Male,4,Manager,Married,178560,2,12,1,10,1,2,2,2,2,1,3,3,3,3.333333333
1097,36,0,Travel_Rarely,Research & Development,13,3,Technical Degree,Female,3,Healthcare Representative,Married,25170,2,14,0,12,3,3,1,3,3,2,1,3,3,4
1098,41,0,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,1,Sales Executive,Married,66230,5,18,0,14,3,3,1,4,3,2,3,3,3,2.333333333
1099,42,0,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,2,Sales Executive,Married,178560,8,12,1,18,4,5,5,7,3,1,4,3,3,1.8
1100,31,0,Travel_Rarely,Sales,9,4,Life Sciences,Female,1,Sales Executive,Divorced,161240,2,22,1,8,2,3,1,4,3,4,3,2,4,2.666666667
1101,34,0,Travel_Rarely,Research & Development,8,1,Life Sciences,Female,3,Laboratory Technician,Married,25850,3,12,0,9,5,3,0,1,4,4,2,3,3,2.25
1102,31,0,Travel_Rarely,Sales,25,2,Life Sciences,Female,3,Manufacturing Director,Divorced,178560,8,21,2,4,3,2,2,2,1,3,2,4,4,0.5
1103,26,0,Travel_Frequently,Sales,16,2,Life Sciences,Male,2,Healthcare Representative,Married,83800,2,14,0,8,3,4,7,7,3,4,3,4,3,2.666666667
1104,45,0,Travel_Frequently,Research & Development,8,4,Life Sciences,Female,2,Manager,Single,29940,4,18,1,12,2,3,0,3,2,3,3,3,3,2.4
1105,33,0,Travel_Rarely,Sales,1,3,Life Sciences,Female,4,Sales Executive,Single,20970,1,13,1,10,3,4,0,9,2,3,2,3,3,5
1106,28,0,Travel_Frequently,Sales,8,3,Life Sciences,Male,4,Research Scientist,Married,20970,1,11,0,7,3,4,0,7,3,4,3,3,3,3.5
1108,39,0,Non-Travel,Research & Development,8,4,Medical,Female,2,Sales Representative,Married,178560,6,19,1,10,4,2,1,2,1,3,3,3,3,1.428571429
1109,27,0,Travel_Rarely,Sales,3,2,Technical Degree,Male,2,Healthcare Representative,Married,135770,1,12,1,6,2,3,1,2,2,2,2,3,3,3
1110,34,0,Travel_Frequently,Research & Development,9,4,Life Sciences,Female,2,Manufacturing Director,Married,26250,1,12,3,16,4,5,6,10,3,4,3,3,3,8
1112,47,0,Non-Travel,Research & Development,1,4,Medical,Male,1,Research Scientist,Married,45380,8,11,0,16,3,4,1,7,3,2,4,3,3,1.777777778
1113,54,0,Travel_Rarely,Research & Development,4,3,Technical Degree,Female,2,Sales Executive,Married,178560,4,14,0,6,5,1,0,0,4,1,3,3,3,1.2
1114,39,0,Travel_Rarely,Research & Development,1,3,Other,Female,1,Laboratory Technician,Married,105120,1,12,1,10,2,4,7,9,1,1,3,3,3,5
1115,38,0,Travel_Frequently,Research & Development,4,2,Medical,Female,1,Manager,Divorced,44440,1,13,0,20,2,6,0,7,4,2,3,3,3,10
1116,54,0,Travel_Rarely,Sales,5,3,Marketing,Male,4,Sales Representative,Married,21540,4,21,1,28,3,1,0,0,4,4,2,3,4,5.8
1118,38,0,Travel_Rarely,Research & Development,3,4,Life Sciences,Female,1,Sales Representative,Divorced,44900,2,21,1,10,1,3,0,3,2,4,4,3,4,3.333333333
1119,49,0,Travel_Frequently,Sales,11,4,Life Sciences,Male,2,Research Scientist,Married,35060,3,11,1,28,4,3,4,3,2,4,3,2,3,7
1120,42,0,Travel_Rarely,Sales,1,3,Life Sciences,Female,1,Sales Executive,Divorced,23720,3,12,1,14,3,1,0,0,2,4,3,3,3,3.5
1122,35,0,Travel_Rarely,Research & Development,25,1,Medical,Male,1,Sales Executive,Married,54100,0,18,0,6,4,3,0,4,2,1,1,3,3,6
1123,28,0,Non-Travel,Research & Development,21,1,Medical,Male,3,Research Scientist,Single,79780,1,16,2,5,2,3,1,4,3,3,2,3,3,2.5
1124,31,0,Non-Travel,Sales,23,1,Medical,Male,1,Sales Executive,Divorced,38670,1,11,1,4,4,3,2,3,3,1,4,4,3,2
1125,36,0,Non-Travel,Research & Development,1,3,Life Sciences,Male,2,Research Scientist,Married,28380,1,19,2,5,5,3,0,2,1,2,3,1,3,2.5
1126,34,0,Travel_Rarely,Sales,2,3,Marketing,Male,4,Healthcare Representative,Single,46950,1,16,1,14,2,5,2,1,1,4,2,3,3,7
1127,34,0,Travel_Rarely,Research & Development,19,3,Technical Degree,Female,1,Research Director,Divorced,33390,1,16,0,9,2,4,1,1,4,3,2,2,3,4.5
1128,26,0,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,2,Research Scientist,Single,20970,0,13,0,8,5,4,7,6,3,1,2,4,3,8
1129,29,0,Travel_Rarely,Research & Development,2,4,Other,Male,2,Laboratory Technician,Married,20970,0,22,0,6,2,3,0,2,1,1,2,4,4,6
1130,32,0,Non-Travel,Research & Development,3,1,Life Sciences,Male,3,Manager,Divorced,62090,5,17,1,9,5,3,1,2,3,4,3,4,3,1.5
1131,31,0,Travel_Frequently,Research & Development,25,4,Technical Degree,Female,2,Human Resources,Married,178560,1,14,1,10,2,4,8,7,4,1,3,3,3,5
1133,38,0,Travel_Rarely,Research & Development,9,2,Technical Degree,Male,3,Sales Representative,Single,23720,4,12,0,20,3,1,0,0,1,1,2,2,3,4
1134,35,0,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,2,Sales Representative,Married,48830,1,18,1,10,1,4,0,9,3,4,3,1,3,5
1135,27,0,Travel_Rarely,Sales,2,3,Life Sciences,Female,1,Manager,Single,39040,1,15,0,7,2,4,0,7,4,4,3,3,3,3.5
1136,32,0,Travel_Rarely,Research & Development,8,1,Medical,Female,2,Research Scientist,Single,46270,8,17,1,8,2,1,0,0,4,4,3,2,3,0.888888889
1139,54,0,Travel_Rarely,Research & Development,14,3,Other,Male,3,Research Scientist,Married,66740,3,17,1,9,2,3,2,3,1,3,2,3,3,2.25
1140,33,0,Travel_Frequently,Research & Development,2,4,Medical,Female,4,Sales Executive,Divorced,168800,1,14,3,9,2,4,2,8,4,3,3,3,3,4.5
1141,43,0,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Research Scientist,Married,90940,1,12,1,10,1,4,0,9,1,3,3,3,3,5
1142,38,0,Travel_Frequently,Research & Development,2,4,Medical,Female,4,Sales Executive,Married,84460,0,14,0,7,3,4,1,2,4,2,3,2,3,7
1143,54,0,Travel_Rarely,Sales,9,3,Marketing,Male,2,Laboratory Technician,Married,119160,4,15,1,28,3,4,1,4,3,2,3,2,3,7
1144,31,0,Travel_Rarely,Sales,6,3,Other,Male,1,Manufacturing Director,Divorced,45340,1,13,0,1,2,1,0,0,4,4,3,3,3,0.5
1145,39,0,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,2,Sales Executive,Single,98520,0,12,1,21,5,6,9,10,2,1,3,2,3,10.5
1146,42,0,Non-Travel,Research & Development,10,4,Life Sciences,Female,2,Research Scientist,Single,61510,1,13,1,20,3,6,3,7,4,3,3,3,3,10
1147,31,0,Non-Travel,Research & Development,14,2,Life Sciences,Male,2,Healthcare Representative,Married,23020,4,14,0,13,3,5,4,8,3,3,4,3,3,2.6
1148,54,0,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Human Resources,Single,23620,6,13,1,9,2,3,1,4,3,1,3,4,3,1.285714286
1149,24,0,Travel_Rarely,Research & Development,5,4,Other,Male,1,Manufacturing Director,Single,178560,1,11,2,4,5,3,1,2,2,3,2,1,3,2
1150,24,0,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,2,Research Scientist,Single,178560,1,11,1,5,2,3,1,4,4,4,4,3,3,2.5
1151,40,0,Travel_Frequently,Research & Development,21,3,Medical,Female,3,Research Scientist,Married,178560,1,21,0,10,1,4,9,4,4,3,4,2,4,5
1152,40,0,Travel_Rarely,Research & Development,8,1,Medical,Female,4,Research Scientist,Married,35440,3,18,3,15,3,5,5,10,2,2,3,2,3,3.75
1153,25,0,Travel_Rarely,Sales,20,4,Medical,Female,2,Laboratory Technician,Married,85000,4,12,0,6,2,2,1,2,3,2,3,3,3,1.2
1154,30,0,Travel_Rarely,Research & Development,20,4,Life Sciences,Male,2,Research Scientist,Married,46610,1,11,0,12,3,5,1,7,4,2,2,2,3,6
1155,25,0,Travel_Rarely,Research & Development,7,2,Medical,Male,4,Sales Executive,Divorced,41030,6,15,1,7,2,2,0,2,4,3,2,3,3,1
1156,47,0,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Sales Executive,Single,42490,2,13,1,25,2,6,9,10,1,3,3,2,3,8.333333333
1157,33,0,Non-Travel,Research & Development,1,3,Life Sciences,Male,2,Research Scientist,Divorced,140260,1,12,0,1,4,1,0,0,2,3,2,3,3,0.5
1158,38,0,Travel_Rarely,Research & Development,19,3,Life Sciences,Female,2,Sales Executive,Married,68930,0,17,0,16,3,5,5,8,4,2,3,3,3,10.5
1159,31,0,Travel_Rarely,Research & Development,10,4,Medical,Female,3,Sales Executive,Married,61250,0,13,1,3,3,2,1,2,1,3,3,3,3,3
1160,38,0,Travel_Frequently,Research & Development,1,4,Other,Male,2,Research Scientist,Married,36690,2,19,0,10,2,4,7,7,1,3,3,3,3,3.333333333
1161,42,0,Travel_Rarely,Research & Development,6,3,Medical,Male,2,Laboratory Technician,Divorced,100080,6,19,1,9,3,3,1,2,4,1,2,1,3,1.285714286
1162,41,0,Travel_Rarely,Sales,2,2,Medical,Male,1,Healthcare Representative,Married,23870,3,17,1,12,1,3,1,0,4,4,3,1,3,3
1163,47,0,Non-Travel,Research & Development,21,2,Medical,Male,1,Sales Executive,Married,46390,0,11,1,14,2,5,5,10,3,2,1,2,3,10.5
1164,35,0,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,2,Healthcare Representative,Married,78980,7,15,0,5,2,2,2,2,4,3,3,2,3,0.625
1165,24,0,Travel_Rarely,Research & Development,12,1,Life Sciences,Male,2,Sales Executive,Single,25340,0,11,0,4,1,2,1,2,4,3,4,3,3,4
1166,35,0,Travel_Rarely,Research & Development,9,3,Medical,Female,2,Sales Executive,Single,131420,1,22,2,10,4,4,0,8,2,3,3,3,4,5
1167,33,0,Travel_Rarely,Sales,3,4,Medical,Male,3,Healthcare Representative,Married,20970,0,14,0,10,2,4,8,1,2,4,3,2,3,10
1168,32,0,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Manufacturing Director,Single,53630,1,13,0,6,4,4,4,1,3,2,3,3,3,3
1169,40,0,Travel_Rarely,Research & Development,1,4,Medical,Male,2,Research Director,Married,50710,8,17,1,8,3,1,0,0,1,4,2,2,3,0.888888889
1170,32,0,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Sales Executive,Married,136950,0,13,0,3,3,2,2,2,2,2,3,3,3,3
1171,39,0,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,1,Sales Executive,Single,134020,7,14,1,18,1,4,1,7,1,4,3,3,3,2.25
1172,38,0,Travel_Rarely,Sales,20,4,Medical,Female,2,Research Director,Married,20970,3,11,1,20,3,6,1,10,2,3,3,2,3,5
1173,32,0,Travel_Rarely,Research & Development,18,3,Life Sciences,Male,2,Manager,Married,63770,1,12,2,14,3,5,5,7,3,4,3,3,3,7
1174,37,0,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,4,Sales Executive,Married,54290,1,17,1,16,3,6,6,8,3,4,3,3,3,8
1175,25,0,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Manufacturing Director,Divorced,27850,0,21,0,6,2,3,0,4,1,3,2,3,4,6
1176,52,0,Non-Travel,Research & Development,2,4,Other,Male,1,Manager,Divorced,46140,2,16,1,16,3,4,0,0,1,4,2,3,3,5.333333333
1177,44,0,Travel_Rarely,Research & Development,8,1,Life Sciences,Female,1,Sales Representative,Single,26100,6,15,0,6,2,3,1,2,2,4,3,3,3,0.857142857
1178,24,0,Travel_Rarely,Sales,10,4,Medical,Male,3,Research Scientist,Single,66870,1,19,3,2,1,2,1,2,3,1,3,3,3,1
1179,39,0,Non-Travel,Research & Development,3,4,Life Sciences,Female,2,Research Director,Single,47240,2,12,1,21,4,4,1,3,4,4,2,4,3,7
1181,36,0,Travel_Rarely,Research & Development,24,3,Life Sciences,Female,2,Laboratory Technician,Married,61200,0,19,0,10,2,4,3,4,1,4,3,3,3,10
1182,36,0,Travel_Frequently,Research & Development,16,1,Medical,Male,2,Sales Executive,Divorced,105960,7,15,0,18,3,3,0,2,4,2,3,2,3,2.25
1183,54,0,Non-Travel,Research & Development,8,1,Life Sciences,Male,1,Sales Executive,Divorced,54670,1,20,0,13,5,5,1,9,3,3,2,2,4,6.5
1185,42,0,Travel_Rarely,Research & Development,17,1,Life Sciences,Male,3,Research Scientist,Married,99980,5,22,2,24,3,6,4,10,1,3,2,2,4,4
1187,41,0,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,1,Healthcare Representative,Married,109200,0,15,1,21,3,6,0,10,1,2,3,4,3,10.5
1188,34,0,Travel_Rarely,Sales,1,3,Medical,Female,1,Laboratory Technician,Married,62320,1,13,1,8,3,4,1,7,4,3,3,3,3,4
1189,36,0,Non-Travel,Sales,1,1,Medical,Female,1,Human Resources,Divorced,132470,1,14,0,15,3,5,9,10,4,4,2,3,3,7.5
1190,41,0,Travel_Rarely,Research & Development,1,4,Medical,Male,1,Healthcare Representative,Divorced,40810,2,13,0,14,3,3,0,4,3,2,3,3,3,4.666666667
1191,32,0,Travel_Rarely,Sales,9,4,Life Sciences,Female,2,Research Scientist,Single,57690,1,11,0,4,3,3,1,2,4,1,3,3,3,2
1192,35,0,Travel_Rarely,Research & Development,16,3,Medical,Female,2,Healthcare Representative,Single,23940,1,16,1,9,3,4,1,7,3,4,3,3,3,4.5
1193,38,0,Travel_Rarely,Research & Development,23,3,Medical,Male,3,Sales Representative,Married,39040,1,22,0,10,3,4,1,9,1,4,3,2,4,5
1195,36,0,Travel_Rarely,Research & Development,22,4,Life Sciences,Male,1,Healthcare Representative,Married,29500,4,14,0,8,1,4,0,0,2,2,2,2,3,1.6
1196,45,0,Travel_Rarely,Sales,24,3,Life Sciences,Male,1,Laboratory Technician,Single,36290,8,16,1,8,2,3,0,1,4,3,3,4,3,0.888888889
1197,40,0,Travel_Rarely,Sales,10,4,Life Sciences,Male,1,Research Scientist,Single,93620,2,11,1,8,5,2,2,2,3,3,2,3,3,2.666666667
1198,35,0,Travel_Frequently,Sales,7,2,Life Sciences,Male,2,Manufacturing Director,Married,32290,1,22,0,10,2,4,0,2,3,3,4,2,4,5
1199,40,0,Travel_Rarely,Research & Development,17,4,Life Sciences,Male,1,Manager,Married,35780,2,14,1,20,2,3,0,2,3,3,3,3,3,6.666666667
1200,35,0,Travel_Rarely,Research & Development,14,1,Life Sciences,Male,2,Research Scientist,Married,79880,1,18,0,4,3,3,1,1,3,4,3,3,3,2
1201,29,0,Travel_Rarely,Research & Development,1,3,Medical,Male,3,Sales Executive,Married,42840,4,11,0,10,5,3,0,3,4,2,3,2,3,2
1202,29,0,Travel_Rarely,Research & Development,5,3,Medical,Male,2,Sales Representative,Single,75530,1,19,0,5,3,3,0,4,4,1,1,3,3,2.5
1204,39,0,Travel_Rarely,Sales,25,3,Medical,Male,2,Sales Executive,Married,178560,0,11,0,21,3,6,9,6,2,4,2,4,3,10.5
1205,31,0,Non-Travel,Research & Development,8,4,Life Sciences,Female,4,Sales Executive,Single,147320,0,12,0,10,3,4,1,7,2,1,3,3,3,10
1206,26,0,Travel_Rarely,Research & Development,11,4,Medical,Male,2,Manager,Single,92780,0,20,0,5,3,3,0,0,4,3,3,3,4,5
1207,36,0,Travel_Frequently,Research & Development,5,1,Technical Degree,Male,1,Sales Executive,Married,20970,4,12,0,17,2,3,0,3,3,4,3,3,3,3.4
1208,39,0,Travel_Rarely,Research & Development,2,1,Medical,Female,1,Research Scientist,Married,47790,4,14,2,9,3,4,1,7,4,1,3,3,3,1.8
1209,27,0,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Laboratory Technician,Married,164220,1,20,1,6,3,4,0,3,2,2,3,3,4,3
1210,49,0,Travel_Frequently,Research & Development,6,1,Medical,Male,3,Healthcare Representative,Married,29960,2,18,1,17,2,4,0,8,4,2,2,2,3,5.666666667
1211,34,0,Travel_Rarely,Sales,4,3,Medical,Female,1,Sales Executive,Married,20970,2,14,1,6,5,3,1,2,2,3,4,3,3,2
1213,49,0,Travel_Frequently,Sales,1,4,Life Sciences,Female,2,Manufacturing Director,Married,58100,1,21,1,10,2,4,1,7,3,2,3,3,4,5
1215,33,0,Travel_Frequently,Research & Development,10,2,Medical,Male,2,Research Scientist,Married,34200,1,14,0,8,3,4,3,0,4,3,3,3,3,4
1216,27,0,Travel_Rarely,Sales,5,4,Medical,Female,4,Manufacturing Director,Married,44000,8,17,1,6,3,2,2,2,1,2,3,2,3,0.6
1217,32,0,Travel_Frequently,Research & Development,9,2,Medical,Female,2,Research Scientist,Single,35000,0,16,1,8,2,4,3,6,4,4,2,2,3,8
1218,54,0,Travel_Rarely,Sales,2,2,Marketing,Female,4,Sales Representative,Married,20970,4,12,1,12,3,1,0,0,3,1,2,3,3,2.4
1219,30,0,Travel_Rarely,Research & Development,11,4,Medical,Male,2,Laboratory Technician,Divorced,171690,1,17,2,1,2,1,0,0,4,3,3,3,3,0.5
1220,38,0,Travel_Frequently,Sales,18,4,Life Sciences,Male,2,Healthcare Representative,Single,41620,0,15,1,10,1,4,1,8,4,3,3,3,3,10
1221,36,0,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Married,92040,6,22,1,17,2,4,7,7,3,3,2,3,4,2.428571429
1222,35,0,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,2,Manager,Married,32940,0,11,0,6,2,3,0,3,1,2,3,3,3,6
1223,29,0,Travel_Rarely,Sales,26,4,Life Sciences,Male,2,Laboratory Technician,Single,21270,0,11,1,10,3,4,0,8,4,3,3,2,3,10
1224,31,0,Travel_Rarely,Research & Development,2,2,Medical,Male,2,Laboratory Technician,Divorced,39750,1,15,1,5,3,3,4,3,2,3,2,3,3,2.5
1225,34,0,Travel_Rarely,Research & Development,26,3,Technical Degree,Male,1,Laboratory Technician,Divorced,107930,0,11,3,3,1,2,1,2,2,4,3,2,3,3
1227,29,0,Travel_Rarely,Research & Development,16,2,Life Sciences,Female,4,Laboratory Technician,Divorced,36460,1,14,0,10,3,4,8,8,2,1,3,4,3,5
1228,32,0,Travel_Rarely,Research & Development,22,3,Life Sciences,Female,2,Research Director,Divorced,74460,0,19,0,7,3,4,0,5,1,2,2,3,3,7
1229,24,0,Non-Travel,Research & Development,8,3,Life Sciences,Female,3,Sales Executive,Divorced,108510,1,16,1,1,2,1,0,0,4,4,2,4,3,0.5
1230,53,0,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manager,Married,21090,2,13,0,28,3,6,3,7,1,4,3,3,3,10.33333333
1231,38,0,Travel_Rarely,Research & Development,26,3,Life Sciences,Female,1,Manufacturing Director,Single,37220,5,14,0,6,1,2,1,2,4,4,3,3,3,1
1232,24,0,Non-Travel,Research & Development,1,4,Life Sciences,Male,3,Research Scientist,Divorced,93800,0,16,0,5,2,3,1,3,1,3,2,2,3,5
1234,34,0,Travel_Rarely,Sales,24,3,Marketing,Male,4,Research Scientist,Single,27420,0,11,1,13,2,5,2,10,1,2,3,3,3,10.5
1235,24,0,Travel_Rarely,Sales,2,3,Life Sciences,Male,2,Manufacturing Director,Single,137570,1,12,1,1,3,1,0,0,3,4,3,3,3,0.5
1237,53,0,Travel_Rarely,Sales,2,1,Life Sciences,Male,4,Human Resources,Divorced,31620,4,15,0,26,4,5,4,8,3,3,2,3,3,5.2
1239,42,0,Travel_Rarely,Research & Development,10,3,Technical Degree,Male,2,Laboratory Technician,Married,66510,0,20,0,10,5,4,4,2,3,2,3,2,4,10
1240,44,0,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,1,Manufacturing Director,Married,23450,3,15,2,24,1,6,5,10,1,4,3,3,3,6
1241,46,0,Travel_Rarely,Sales,2,3,Life Sciences,Female,1,Research Scientist,Single,34200,3,13,2,22,3,2,2,1,2,1,2,1,3,5.5
1242,33,0,Travel_Rarely,Sales,3,3,Medical,Male,1,Manufacturing Director,Single,43730,4,14,0,7,3,1,0,0,3,4,3,3,3,1.4
1243,44,0,Travel_Rarely,Research & Development,26,3,Life Sciences,Male,4,Healthcare Representative,Married,47590,2,21,0,9,2,3,1,3,4,4,4,3,4,3
1244,30,0,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,1,Research Scientist,Single,53010,1,16,1,10,3,4,1,8,4,3,3,3,3,5
